genome,common_name,Phylum,Class,Order,pmsf_family,new_family,Old_family,old_genus,new_genus,taxon_source,other,skani_cluster,mcl_cluster
ANDE20_1_SAMEA4688935_BIN_00000161-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
MUNK18_1_SAMEA104467164_BIN_00000199-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
ANDE20_1_SAMEA4689004_BIN_00000177-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
XIAO16_1_SAMEA3663106_BIN_00000036-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
ANDE20_1_SAMEA4688995_BIN_00000134-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
ANDE20_1_SAMEA4688997_BIN_00000297-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
ANDE20_1_SAMEA4688998_BIN_00000206-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
ANDE20_1_SAMEA4688993_BIN_00000286-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
ANDE20_1_SAMEA4688996_BIN_00000578-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_82,NA,,NA,NA
XIAO16_1_SAMEA3663077_BIN_00000086-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_83,NA,,NA,NA
XIAO16_1_SAMEA3663029_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_83,NA,,NA,NA
STEW18_1_SAMEA104153972_BIN_00000180-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_83,NA,,NA,NA
STEW19_1_SAMEA5383944_BIN_00000073-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_83,NA,,NA,NA
STEW19_1_SAMEA5383955_BIN_00000449-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_83,NA,,NA,NA
STEW19_1_SAMEA5383965_BIN_00000106-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_83,NA,,NA,NA
SHIW14_1_SAMN02144230_S001_BIN_00000477-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_84,NA,,NA,NA
TONG22_1_SAMN15871167_BIN_00000018-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_84,NA,,NA,NA
XIAO16_1_SAMEA3663027_BIN_00000111-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_84,NA,,NA,NA
LIUQ22_1_SAMN18817713_BIN_00000028-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
XIEF21_1_SAMN15830158_BIN_00000103-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
XIEF21_1_SAMN15830153_BIN_00000141-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817734_BIN_00000072-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15870984_BIN_00000070-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817734_BIN_00000052-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871220_BIN_00000052-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871255_BIN_00000035-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871167_BIN_00000117-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871232_BIN_00000005-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817818_BIN_00000045-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817734_BIN_00000029-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817727_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871201_BIN_00000088-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817716_BIN_00000027-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871025_BIN_00000098-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871047_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871135_BIN_00000049-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871036_BIN_00000107-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871213_BIN_00000240-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
LIUQ22_1_SAMN18817716_BIN_00000043-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15870996_BIN_00000125-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871246_BIN_00000067-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871172_BIN_00000100-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_85,NA,,NA,NA
TONG22_1_SAMN15871010_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
TONG22_1_SAMN15871287_BIN_00000083-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
TONG22_1_SAMN15871222_BIN_00000103-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829932_BIN_00000063-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829908_BIN_00000057-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829920_BIN_00000100-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829890_BIN_00000213-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829938_BIN_00000146-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829914_BIN_00000082-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
XIEF21_1_SAMN15829944_BIN_00000401-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_86,NA,,NA,NA
TONG22_1_SAMN15871300_BIN_00000099-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871455_BIN_00000035-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
VALL22_1_SAMEA10739767_BIN_00000013-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814514_BIN_00000089-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814581_BIN_00000055-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814500_BIN_00000217-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814501_BIN_00000426-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814507_BIN_00000157-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814506_BIN_00000074-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814508_BIN_00000072-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814509_BIN_00000026-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
GLEN20_2_SAMEA5961696_S001_BIN_00000273-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
XIEF21_1_SAMN15829943_BIN_00000224-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
XIEF21_1_SAMN15829945_BIN_00000436-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871447_BIN_00000028-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871301_BIN_00000074-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871429_BIN_00000092-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
XIEF21_1_SAMN15829910_BIN_00000074-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
XIEF21_1_SAMN15829934_BIN_00000189-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
LIUQ22_1_SAMN18817767_BIN_00000103-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
XIEF21_1_SAMN15829943_BIN_00000354-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
XIEF21_1_SAMN15829940_BIN_00000386-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814574_BIN_00000064-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
ONAT22_1_SAMEA6814578_BIN_00000229-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
KUNK20_1_SAMN13293026_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
MERR22_1_SAMEA4765766_S002_BIN_00000159-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
LEVI21_1_22001708574989_BIN_00000024-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871282_BIN_00000037-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871450_BIN_00000009-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871528_BIN_00000117-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871478_BIN_00000052-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871291_BIN_00000023-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871445_BIN_00000050-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871417_BIN_00000035-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_87,NA,,NA,NA
TONG22_1_SAMN15871244_BIN_00000022-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_88,NA,,NA,NA
TONG22_1_SAMN15871240_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_88,NA,,NA,NA
GLEN20_2_SAMEA5961696_S001_BIN_00000059-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_89,NA,,NA,NA
XIEF21_1_SAMN15829906_BIN_00000011-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_89,NA,,NA,NA
GLEN20_2_SAMEA5961694_S001_BIN_00000508-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_89,NA,,NA,NA
FUKU17_1_SAMN07336617_BIN_00000001-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
HANS18_1_SAMN10093291_BIN_00000068-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
HILD21_1_SAMEA7519324_BIN_00000005-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
ZEEV15_1_SAMEA3664790_BIN_00000037-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
SUEZ18_1_SAMEA4844463_BIN_00000038-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
BRIT16_1_SAMN02334128_BIN_00000016-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
ZEEV15_1_SAMEA3665057_BIN_00000027-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
ZEEV15_1_SAMEA3665308_BIN_00000001-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
KORP18_1_SAMEA104445647_BIN_00000025-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
COST17_1_SAMEA4545557_BIN_00000020-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
ZEEV15_1_SAMEA3665180_BIN_00000004-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
HILD21_1_SAMEA7519314_BIN_00000070-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
ZEEV15_1_SAMEA3664958_BIN_00000055-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
ZEEV15_1_SAMEA3664761_BIN_00000011-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_90,NA,,NA,NA
XIAO16_1_SAMEA3663093_BIN_00000091-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_91,NA,,NA,NA
ANAN16_1_SAMN03203005_S001_BIN_00000360-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_92,NA,,NA,NA
ANAN16_1_SAMN03203003_S001_BIN_00000093-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_92,NA,,NA,NA
GUOW18_1_SAMN07660503_BIN_00000004-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_92,NA,,NA,NA
GUOW18_1_SAMN07660502_BIN_00000043-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_92,NA,,NA,NA
GUOW18_1_SAMN07660501_BIN_00000047-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_92,NA,,NA,NA
TONG22_1_SAMN15871111_BIN_00000110-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871172_BIN_00000021-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871201_BIN_00000154-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871173_BIN_00000141-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871438_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
ONAT22_1_SAMEA6814497_BIN_00000357-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
ONAT22_1_SAMEA6814641_BIN_00000432-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
ONAT22_1_SAMEA6814647_BIN_00000267-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
ONAT22_1_SAMEA6814535_BIN_00000147-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15870979_BIN_00000043-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871484_BIN_00000099-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
ONAT22_1_SAMEA6814494_BIN_00000293-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871528_BIN_00000052-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871402_BIN_00000052-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871273_BIN_00000002-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIEF21_1_SAMN15830086_BIN_00000300-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIAO16_1_SAMEA3663033_BIN_00000076-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871278_BIN_00000011-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871292_BIN_00000043-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871418_BIN_00000041-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIAO16_1_SAMEA3663082_BIN_00000064-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIAO16_1_SAMEA3663146_BIN_00000100-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
WILK20_1_SAMEA7016621_BIN_00000186-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871407_BIN_00000030-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871278_BIN_00000006-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871421_BIN_00000073-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871449_BIN_00000044-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871294_BIN_00000069-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871434_BIN_00000019-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871280_BIN_00000060-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871463_BIN_00000093-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871431_BIN_00000092-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871406_BIN_00000065-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871277_BIN_00000071-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871462_BIN_00000057-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871454_BIN_00000024-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
TONG22_1_SAMN15871288_BIN_00000009-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIEF21_1_SAMN15830150_BIN_00000062-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIEF21_1_SAMN15830195_BIN_00000677-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIEF21_1_SAMN15830190_BIN_00000100-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
XIEF21_1_SAMN15830180_BIN_00000150-contigs,NA,NA,Pokkesviricetes,Egovirales,Egovirales,Egoviridae,NA,NA,n_93,NA,,NA,NA
IMGM3300010883_BIN1413,NA,NA,incertae_sedis,incertae_sedis,incertae_sedis,incertae_sedis,NA,NA,n_94,NA,,S1828,NA
GVMAG-S-1041349-163,GVMAG-S-1041349-163,Nucleocytoviricota,Megaviricetes,Pimascovirales,nPM_14,nPM_14,incertae_sedis,g43,g43,identical_markers,,NA,NA
IMGM3300027807_BIN258,NA,NA,Megaviricetes,Pimascovirales,nPM_14,nPM_14,NA,NA,n_95,NA,,S1836,NA
IMGM3300013126_BIN744,NA,NA,Megaviricetes,Pimascovirales,nPM_14,nPM_14,NA,NA,n_96,NA,,S1901,NA
IMGM3300005294_BIN93,NA,NA,Megaviricetes,Pimascovirales,nPM_14,nPM_14,NA,NA,n_97,NA,,S1683,NA
IMGM3300001352_BIN687,NA,NA,Megaviricetes,Pimascovirales,nPM_14,nPM_14,incertae_sedis,g42,g42,MCL_clustered,,S948,NA
GVMAG-M-3300027790-3,GVMAG-M-3300027790-3,Nucleocytoviricota,Megaviricetes,Pimascovirales,PM_incertae_sedis,PM_incertae_sedis,PM_08,g75,g75,identical_markers,,S1576,NA
IMGM3300005607_BIN310,NA,NA,Megaviricetes,Pimascovirales,PM_08,PM_08,NA,NA,n_98,NA,,S1732,MCL637
GVMAG-M-3300014838-21,GVMAG-M-3300014838-21,Nucleocytoviricota,Megaviricetes,Pimascovirales,PM_08,PM_08,PM_08,g72,g72,identical_markers,,NA,NA
SRX247688-42,SRX247688.42.dc,Nucleocytoviricota,Megaviricetes,Pimascovirales,PM_08,PM_08,PM_08,g71,g71,identical_markers,,NA,NA
GVMAG-M-3300014838-63,GVMAG-M-3300014838-63,Nucleocytoviricota,Megaviricetes,Pimascovirales,PM_08,PM_08,PM_08,g73,g73,identical_markers,,NA,NA
GVMAG-M-3300021079-18,GVMAG-M-3300021079-18,Nucleocytoviricota,Megaviricetes,Pimascovirales,PM_08,PM_08,PM_08,g74,g74,identical_markers,,NA,NA
IMGM3300009085_BIN19,NA,NA,Megaviricetes,Pimascovirales,PM_08,PM_08,NA,NA,n_99,NA,,NA,NA
IMGM3300024991_BIN235,NA,NA,Megaviricetes,Pimascovirales,PM_08,PM_08,NA,NA,n_100,NA,,NA,MCL729
IMGS3300050451_BIN62,NA,NA,Megaviricetes,Pimascovirales,PM_08,PM_08,NA,NA,n_101,NA,,NA,NA
IMGM3300010219_BIN14,NA,NA,Megaviricetes,Pimascovirales,PM_07,PM_07,NA,NA,n_102,NA,,NA,NA
